mean_intensity,std_intensity,skew_intensity,kurt_intensity,laplacian_var,fft_mean,edge_density,contrast,homogeneity,energy,correlation,entropy,bone_area_ratio,cartilage_area_ratio,joint_space_width,osteophyte_score,sclerosis_index,mean_gradient,hist_peak_pos,hist_spread,kl_grade,class_name
127.45071229516849,25.433434047233796,0.1753135223903991,2.6001796021183257,778.0524270674192,39.598573800204946,47.78262446662747,52.206014195870054,0.6148140429463931,0.25056387078168,0.8068253197517533,5.743652618522497,0.3753510136067678,0.14007675311930842,4.387078536736308,0.20507580015199642,0.09452428058668676,32.311273020173644,71.59026815952066,53.59731675067757,0,KL-0
117.92603548243223,31.403749862277362,-0.4064178912869496,2.1564755670997977,964.9851702977821,43.84385063427586,56.76820872139398,82.31640396776596,0.6340355891347338,0.2568534329130488,0.8484398255530458,6.035964932605898,0.3471302317462982,0.1346951755904935,4.437847887956532,0.1186264727804161,0.10230204512647989,23.547730418861054,104.24524757069668,56.0081019521671,0,KL-0
129.71532807151038,35.0314621983091,-0.16155168922360663,2.597838002425827,722.4842985050558,38.66064063200031,49.533199154127345,54.19760029481489,0.6177831884640683,0.42298872574715557,0.8509008436022223,5.060358608794006,0.2802275747622464,0.1544836826898993,4.371674899467217,0.18784300781151414,0.0851921880463025,30.362708997863795,88.24839723660837,73.95889125298795,0,KL-0
142.84544784612038,35.281883562588455,-0.38491011548201715,2.9346384232291105,704.0969592019695,42.53630776288768,52.283448896739465,37.95134483789588,0.7023092650650714,0.30004096913744893,0.8736315172921703,5.674297559930491,0.3146044529662962,0.17312250628856363,5.082189721072969,0.09851930272406105,0.1969703363386789,32.143800810183855,101.9603242589896,79.23870033803178,0,KL-0
116.48769937914996,32.299607171124535,-0.3737984909729263,2.5390880562605633,742.0707773381561,29.851082664369713,71.73452090298537,48.85442903493112,0.5238146895408963,0.34692780009188756,0.7816570818359586,5.437412785808418,0.33686266261567477,0.22145140595197638,4.751255976076498,1.160966062018183,0.0008329589979977427,32.17154834676038,115.76889977829525,61.73766350022721,0,KL-0
116.4879456457623,38.737099594084995,-0.32366884938745577,2.532473352963106,685.6005670089545,46.706349658983505,68.40461051790348,28.685043998402577,0.5458403889233174,0.25254603709994683,0.8796283636923665,5.923441051942457,0.2702053015712943,0.1748170832297227,4.632350122642417,0.25307402892492514,0.1486272270988007,26.423772966927842,88.615015656784,56.28186220870618,0,KL-0
143.68819223261087,28.594277423704433,-0.1111464913465149,1.9384066497545955,814.7204379193755,45.00964380289779,42.004187630724026,49.03280300843887,0.5381872443783341,0.2532088232267017,0.7147804184198612,5.442387883723901,0.3130485670988383,0.1847951989916503,3.7374289673446306,0.14070376927066494,0.18810641319116403,15.18355426080513,112.73507510214542,50.582188660390315,0,KL-0
131.51152093729362,34.14572308987224,-0.3914994486653909,1.9696792659592413,994.9614150163472,38.463290951454475,63.29732417879175,40.003327315990894,0.6664153449490088,0.3649190885549965,0.8185057723818094,5.30752855579496,0.38261651690883397,0.13482101403036434,4.272852154072107,0.2974731741018936,0.15730720644323287,27.304124327019327,94.79932519976616,63.74832129236855,0,KL-0
112.95788421097572,35.72177379027139,0.3023024502294083,1.377915782560245,838.7695127739235,50.27396534745924,63.11396554491592,60.98468330672194,0.6720318870716051,0.21902542730690805,0.8255863078774227,5.770454259280495,0.4213652682144608,0.1192239568209157,5.039201496203504,0.1932256362120477,0.2859759131458734,30.241999439067705,121.03833762478702,74.26324480052115,0,KL-0
128.13840065378946,38.08663300435249,-0.5578429208878016,3.8996613945495517,769.7175797448455,52.500561101012465,43.51736711247382,43.40551670485358,0.6360980255454807,0.2750871739256837,0.8816663413035619,5.938084583595616,0.32902826236707244,0.1518699404885737,4.522617943874354,0.6821084436121039,0.057684258982024096,24.594664472822913,95.61816864162144,58.02127690379874,0,KL-0
113.04873460781306,39.26968926853334,-0.27474865766454365,1.504909411686972,764.9826477301347,32.13952108504821,63.18777643754861,48.59880901045704,0.6946794933511942,0.3020416446643339,0.8511315426338434,5.165827402576599,0.3878244177158049,0.15321509745778789,4.895718881753483,1.7740357579350032,0.1765843858074825,33.722919350376245,89.9140841739197,40.96803167397421,0,KL-0
113.01405369644614,28.252147448972785,-0.37589242330967,1.945675841763274,612.4171029564012,38.89820177147028,70.37931918412554,42.373305903147156,0.5057567306098896,0.3066823561104031,0.7797218473071856,5.469462164323812,0.2542969964706266,0.11764461775906208,5.55990708019658,0.2881566591220633,0.09151274917268638,29.299167807337287,108.24686140474346,65.36039737452418,0,KL-0
123.62943407349051,25.795314975586265,0.3787911537414932,1.925274187544642,905.973173257659,38.846861201701614,43.77455193755586,70.86621622223997,0.7333779289240909,0.2892544028990306,0.8007503437091492,4.970779683179174,0.38297256205568053,0.1447411641028796,5.12316364152529,0.9867608311476017,0.19867248610821356,27.84136688576392,94.77052324451637,67.8831976916004,0,KL-0
